ts,fps,mbps,avg_latency_ms,jitter_ms,drop_total,cpu
1759146465,9.928,2.238,192.36,2.44,0,0.0
1759146466,9.950,2.243,192.36,2.44,0,0.2
1759146467,9.958,2.270,192.33,2.41,0,0.0
1759146468,9.973,2.359,192.28,2.34,0,0.0
1759146469,9.954,2.350,192.03,0.85,0,0.5
1759146470,9.944,2.378,192.02,0.85,0,0.0
1759146471,9.975,2.377,191.99,0.76,0,0.2
1759146472,9.944,2.376,191.95,0.55,0,0.5
1759146473,9.982,2.345,191.96,0.55,0,0.0
1759146474,9.960,2.286,191.97,0.55,0,0.0
1759146475,9.950,2.273,191.97,0.49,0,0.0
1759146476,9.965,2.275,191.97,0.49,0,0.5
1759146477,9.955,2.271,191.99,0.50,0,0.0
1759146478,9.955,2.271,192.01,0.54,0,0.0
1759146479,9.967,2.273,192.04,0.58,0,0.5
1759146480,9.983,2.278,192.03,0.43,0,0.2
1759146481,9.955,2.291,192.04,0.44,0,0.0
1759146482,9.972,2.333,192.04,0.44,0,0.0
1759146483,9.994,2.326,192.01,0.42,0,0.0
1759146495,10.645,2.558,193.89,4.47,0,0.0
1759146496,9.970,2.406,193.14,3.34,0,0.0
1759146497,9.949,2.399,192.90,2.79,0,0.5
